0.05785261,0.02929246,0.04540331,0.03515095,0.05638798,0.06004954,0.01244929,0.05565567,0.044671,0.07908964,0.01025236,0.06444341,0.04247406,0.04540331,0.03075708,0.07249883,0.07103421,0.07103421,0.00878774,0.03954482,-0.00211636,-0.00378898,0.01320815,-0.01203159,-0.01267125,0.01608138,0.01067988,0.00830528,0.0160643,-0.00326159,0.00634375,0.0199056,-0.00171097,-0.00125807,0.01401798
0.05824218,0.02948971,0.04570905,0.03538765,0.0567677,0.06045391,0.01179588,0.05603045,0.04497181,0.07962222,0.0103214,0.06487737,0.04276008,0.04570905,0.0309642,0.07298704,0.07151255,0.07151255,0.00958416,0.03981111,-0.00298589,-0.00449152,0.01347067,-0.01207287,-0.01278404,0.01555568,0.00864946,0.00685245,0.01644969,-0.00433602,0.00583852,0.01976261,-0.00128044,-0.00108941,0.01395104
0.05857659,0.02965903,0.0459715,0.03559084,0.05709364,0.05931807,0.01112214,0.05486921,0.04448855,0.08007939,0.01038066,0.06524987,0.0430056,0.0459715,0.03114199,0.07266463,0.0704402,0.07192316,0.00889771,0.04078117,-0.00198932,-0.00410913,0.01273644,-0.01259959,-0.01340687,0.01582614,0.01053116,0.00795674,0.01573599,-0.00393566,0.00543961,0.0201104,-0.00211302,-0.00163248,0.01422413
0.05783846,0.0292853,0.04539221,0.03514236,0.0563742,0.06003486,0.01244625,0.05564207,0.04466008,0.07833817,0.01024985,0.06442766,0.04246368,0.04539221,0.03221383,0.07174898,0.07101685,0.07101685,0.00878559,0.03953515,-0.00220377,-0.00406194,0.01290239,-0.01155231,-0.01215906,0.01634826,0.01069024,0.00802973,0.01575299,-0.00325971,0.00644637,0.01985862,-0.00146929,-0.00084546,0.01351834
0.05862607,0.02968409,0.04601033,0.0356209,0.05788397,0.05936817,0.01113153,0.05565766,0.04526823,0.08014703,0.01038943,0.06456289,0.04304193,0.04601033,0.03116829,0.07198391,0.07049971,0.07124181,0.00890523,0.04081562,-0.00211154,-0.00382904,0.01286689,-0.01260561,-0.01302962,0.01519136,0.01073736,0.00787978,0.01509276,-0.00385205,0.00567913,0.0196264,-0.00197288,-0.0014369,0.01374683
0.05716781,0.02931683,0.04544108,0.03518019,0.05643489,0.06009949,0.01245965,0.05570197,0.04470816,0.07915543,0.01026089,0.06449702,0.0425094,0.04544108,0.03078267,0.07255914,0.0710933,0.07182622,0.00879505,0.03957771,-0.00193929,-0.00385978,0.01317548,-0.01209732,-0.01280706,0.01599645,0.01023254,0.00818681,0.01616649,-0.00323218,0.00620719,0.01962266,-0.00144838,-0.00115226,0.01394068
0.05779325,0.02999396,0.04608829,0.03438332,0.05706169,0.05925637,0.01170496,0.05559857,0.04462517,0.07900849,0.01024184,0.06437729,0.04243049,0.04535673,0.03072552,0.07169289,0.07022977,0.07169289,0.00877872,0.04023581,-0.00227028,-0.00379741,0.01391953,-0.01212671,-0.01267473,0.0159489,0.01083891,0.00856265,0.01493491,-0.00305611,0.00670586,0.0193999,-0.00104827,-0.00061372,0.01400057
0.05816553,0.0294509,0.0456489,0.03534108,0.05742926,0.05963807,0.01251663,0.05595671,0.04491262,0.07878116,0.01030782,0.06405571,0.04270381,0.0456489,0.03092345,0.07289098,0.07068216,0.07068216,0.00883527,0.03975872,-0.0017969,-0.00361466,0.01273546,-0.0126617,-0.01268684,0.01687985,0.00964655,0.00766812,0.01578933,-0.00278544,0.00661077,0.0193915,-0.00145893,-0.00098207,0.01293515
0.05790312,0.02931803,0.04544295,0.03518164,0.05643722,0.06010197,0.01246016,0.05570426,0.04471,0.07915869,0.01026131,0.06449967,0.04251115,0.04544295,0.03078394,0.07182918,0.07109623,0.07109623,0.00952836,0.03957935,-0.0018985,-0.00339635,0.01290595,-0.01179403,-0.01247117,0.01500858,0.01044517,0.00775387,0.01639255,-0.0032588,0.00628556,0.0192263,-0.0013197,-0.0007721,0.01384623
0.05766104,0.02956977,0.04583314,0.03548372,0.0569218,0.06061802,0.01256715,0.0569218,0.04509389,0.07983837,0.01034942,0.06431424,0.04213692,0.04583314,0.02883052,0.07170668,0.07170668,0.07096744,0.00887093,0.03991918,-0.00285953,-0.00424456,0.0136663,-0.01263401,-0.01313669,0.01620103,0.00925748,0.00776704,0.01623783,-0.00352313,0.00634216,0.02022822,-0.00168862,-0.00103681,0.01427944
0.05783712,0.02928462,0.04539116,0.03514154,0.05637289,0.06003347,0.01244596,0.05564078,0.04539116,0.07906847,0.01024962,0.06369405,0.0424627,0.04539116,0.03074885,0.07247943,0.0710152,0.0710152,0.00878539,0.03953424,-0.00213836,-0.00378579,0.0130221,-0.01205096,-0.01266567,0.01589442,0.010864,0.00873606,0.01600827,-0.00316818,0.00656748,0.01994031,-0.00177019,-0.00155781,0.01412132
0.05805948,0.0293972,0.04556567,0.03601158,0.05732455,0.06026427,0.01249381,0.05585469,0.04483074,0.08010738,0.01028902,0.06467385,0.04189102,0.04556567,0.03013213,0.07275808,0.07128822,0.07055329,0.00881916,0.03968623,-0.00252548,-0.00417908,0.01281358,-0.01215071,-0.01238535,0.01709898,0.00998418,0.00799955,0.01596638,-0.00394449,0.00605007,0.01962343,-0.00190813,-0.00154087,0.01353191
0.05796236,0.02934803,0.04548944,0.03521763,0.05649495,0.06016346,0.01173921,0.05576125,0.04475574,0.07923968,0.01027181,0.06456566,0.04255464,0.04548944,0.03154913,0.07263637,0.07116897,0.07116897,0.00880441,0.03961984,-0.00176774,-0.00355853,0.01333035,-0.01212439,-0.01266248,0.01586652,0.01022821,0.00778755,0.01621339,-0.00411487,0.00589581,0.01990812,-0.00162273,-0.00131526,0.01393506
0.05789464,0.02931374,0.0454363,0.03517649,0.05642895,0.06009317,0.0117255,0.05569611,0.04470346,0.0791471,0.01025981,0.06449023,0.04250492,0.0454363,0.03077943,0.07255151,0.07108582,0.07108582,0.00879412,0.04030639,-0.00201275,-0.00371147,0.01306006,-0.01189941,-0.01257053,0.01593526,0.01057574,0.00824221,0.01598122,-0.00330631,0.00606888,0.01976959,-0.00182145,-0.00138188,0.01416104
0.05786101,0.02929671,0.0454099,0.03515606,0.05639617,0.06005826,0.01171869,0.05566375,0.04467749,0.07910112,0.01025385,0.06445277,0.04248023,0.0454099,0.03076155,0.07250936,0.07104453,0.07104453,0.00878901,0.04028298,-0.00203785,-0.00393449,0.01316973,-0.0120662,-0.01268295,0.01586292,0.01063632,0.00825997,0.01578631,-0.00317084,0.00642508,0.01975052,-0.00156533,-0.00098296,0.0141819
0.05804008,0.02938738,0.04555044,0.03526486,0.0573054,0.06024413,0.01248964,0.05583603,0.04481576,0.08008062,0.01028558,0.06465224,0.04187702,0.04628513,0.03012207,0.07273377,0.0712644,0.07052972,0.00881621,0.03967297,-0.00254276,-0.00405279,0.01281481,-0.01212788,-0.01257198,0.01708863,0.00998976,0.00792445,0.01596878,-0.00393831,0.00609197,0.01962209,-0.00193021,-0.00111174,0.01352173
0.0578145,0.02927317,0.04537341,0.0351278,0.05635084,0.06000999,0.0124411,0.05561902,0.04464158,0.07903755,0.01024561,0.06513279,0.04244609,0.04537341,0.03073682,0.07245109,0.07098743,0.07098743,0.00878195,0.03878695,-0.00216675,-0.00383519,0.01371996,-0.01190078,-0.01259856,0.01628107,0.01070989,0.00837396,0.01647939,-0.00362277,0.0059373,0.01971299,-0.00155104,-0.00123379,0.01407582
0.05858134,0.02966144,0.04597523,0.03559373,0.05709827,0.05932288,0.01112304,0.0556152,0.04523369,0.08008588,0.0103815,0.06451363,0.04375062,0.04597523,0.03114451,0.07192899,0.07044592,0.07118745,0.00889843,0.04078448,-0.00193929,-0.00401202,0.01242682,-0.0125402,-0.01304126,0.01563654,0.01048477,0.00781292,0.01558657,-0.00403673,0.00553939,0.01982555,-0.00187874,-0.00140551,0.01423976
0.05717554,0.02932079,0.04544723,0.03518495,0.05644252,0.06010762,0.01246134,0.0557095,0.04471421,0.07916614,0.01026228,0.06450574,0.04251515,0.04544723,0.03078683,0.07256896,0.07183594,0.07110292,0.00879624,0.03958307,-0.0022338,-0.00378627,0.01317398,-0.01207664,-0.01268534,0.01577684,0.01049726,0.00830913,0.01568014,-0.00321791,0.00635349,0.02010868,-0.00174994,-0.00126385,0.01398003
0.0571359,0.02930046,0.04541571,0.03516055,0.05640339,0.06006594,0.0124527,0.05567087,0.0446832,0.07911124,0.01025516,0.06446101,0.04248567,0.04541571,0.03076548,0.07251864,0.07105362,0.07178613,0.00879014,0.03955562,-0.00219112,-0.00393144,0.01297723,-0.01190664,-0.01259772,0.01614309,0.01119617,0.00842585,0.01595261,-0.00337572,0.00636106,0.01981809,-0.00179263,-0.00128414,0.01371815
0.0579615,0.0293476,0.04548877,0.03521711,0.05649412,0.06016257,0.01247273,0.05576043,0.04475508,0.07923851,0.01027166,0.06456471,0.04255401,0.04548877,0.03154866,0.07190161,0.07116792,0.07116792,0.00880428,0.03961925,-0.00132011,-0.00366923,0.01414835,-0.01235917,-0.01290462,0.01625363,0.01028414,0.00812182,0.01583067,-0.00344225,0.00634721,0.01916099,-0.00230534,-0.0014153,0.01328201
0.05790709,0.02932005,0.04544607,0.03518406,0.05717409,0.0601061,0.01246102,0.05570809,0.04471307,0.07916413,0.01026202,0.06450411,0.04251407,0.04544607,0.03078605,0.07256712,0.07110112,0.07036812,0.00879601,0.03958206,-0.0022153,-0.00374739,0.01292716,-0.01207065,-0.01250716,0.01678722,0.01077923,0.00815996,0.01601125,-0.00328462,0.0063402,0.0193008,-0.00189928,-0.00119329,0.01350134
0.05818466,0.02946059,0.04566391,0.03535271,0.05671163,0.06039421,0.01178424,0.05597512,0.0449274,0.08028011,0.01031121,0.0648133,0.04271785,0.04566391,0.03093362,0.07291496,0.07144193,0.07144193,0.00883818,0.0397718,-0.00324402,-0.00425635,0.01327186,-0.0120372,-0.01275619,0.01648646,0.00828951,0.00709076,0.01604754,-0.00437518,0.00585436,0.02033313,-0.00120361,-0.00114684,0.01406252
0.05781123,0.03000329,0.04537084,0.03512581,0.05561586,0.06000659,0.01244039,0.05561586,0.04463905,0.07903307,0.01024503,0.06439731,0.04244368,0.04537084,0.03073508,0.07244698,0.0709834,0.0709834,0.00878145,0.03951653,-0.00213933,-0.00357301,0.01366704,-0.01187077,-0.01244875,0.01644441,0.01037531,0.00805757,0.01589217,-0.00315202,0.00637797,0.02007999,-0.00184939,-0.00138765,0.01396076
0.05775304,0.02961695,0.04590627,0.03554033,0.05701262,0.06071474,0.0125872,0.0562722,0.04516584,0.07996575,0.01036593,0.06441686,0.04220415,0.04590627,0.02961695,0.07256152,0.07108067,0.07108067,0.00888508,0.03998288,-0.00316942,-0.00432523,0.0136595,-0.01291691,-0.01307974,0.0159971,0.0089415,0.00752585,0.01657336,-0.00447216,0.00563014,0.02032922,-0.00067809,-0.00062856,0.01397752
0.05786741,0.02929996,0.04541493,0.03515995,0.05640242,0.06006491,0.01245248,0.05566992,0.04468243,0.07910988,0.01025498,0.06445991,0.04321744,0.04541493,0.03076495,0.07178489,0.0710524,0.0710524,0.00878999,0.03955494,-0.00207438,-0.00378292,0.01305301,-0.01198191,-0.01265242,0.01604659,0.01068687,0.00829848,0.01591264,-0.00334,0.00629882,0.01987322,-0.00159283,-0.00121886,0.01400257
